timestamp;Buffer;FPS;ReportedBitrate;Resolution;CalcBitrate
1699622959186;10.901;18;639;426x240;113778
1699622960186;10.101;18;639;426x240;113915
1699622961186;9.046;18;639;426x240;114035
1699622962179;7.982;18;639;426x240;114159
1699622963187;6.918;18;639;426x240;114282
1699622964186;6.121;18;639;426x240;114415
1699622965186;9.067;18;639;426x240;114539
1699622966183;8.01;18;639;426x240;114665
1699622967179;6.947;18;639;426x240;114798
1699622968186;10.147;18;639;426x240;114928
1699622969186;9.084;18;639;426x240;115065
1699622970186;12.027;18;639;426x240;115192
1699622971179;10.962;18;639;426x240;115324
1699622972186;14.037;18;639;426x240;115465
1699622973186;13.096;18;639;426x240;115619
1699622974186;12.039;18;639;426x240;115738
1699622975186;10.975;18;639;426x240;115881
1699622976186;9.912;18;639;426x240;116029
1699622977186;13.112;18;639;426x240;116173
1699622978186;12.06;18;639;426x240;116323
1699622979186;10.998;18;639;426x240;116442
1699622980186;9.933;18;639;426x240;116576
1699622981186;13.134;18;639;426x240;116708
1699622982186;12.077;18;639;426x240;116869
1699622983180;11.013;18;639;426x240;116994
1699622984186;9.948;18;639;426x240;117142
1699622985186;8.933;18;639;426x240;117232
1699622986186;8.085;18;639;426x240;117382
1699622987186;7.029;18;639;426x240;117514
1699622988186;5.975;18;639;426x240;117665
1699622989186;5.176;18;639;426x240;117794
1699622990186;4.115;18;639;426x240;117905
1699622991186;7.058;18;639;426x240;118052
1699622992181;5.994;18;639;426x240;118191
1699622993187;4.93;18;639;426x240;118341
1699622994186;4.126;18;639;426x240;118480
1699622995186;3.07;18;639;426x240;118606
1699622996186;2.007;18;639;426x240;118732
1699622997186;0.943;18;639;426x240;118848
1699622998186;0.143;18;639;426x240;118887
1699622999186;3.088;18;639;426x240;119149
1699623000187;2.023;18;639;426x240;119287
1699623001186;0.959;18;639;426x240;119426
1699623002180;0.16;18;639;426x240;119460
1699623003186;0;18;639;426x240;119460
1699623004186;2.04;18;639;426x240;119842
